# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
  k141_25205_21       K12263  108.33   20.0   6.4e-05 cytochrome c551
  k141_25205_21       K20379  338.20   19.2   7.3e-05 sex pheromone cAD1
  k141_25205_21       K25673  559.50   18.5   6.9e-05 polygalacturonan/rhamnogalacturonan transport system substrate-binding protein
  k141_25205_21       K25286  266.83   18.5    0.0001 iron-siderophore transport system substrate-binding protein
  k141_25205_21       K05807   61.23   18.3   0.00014 outer membrane protein assembly factor BamD
  k141_25205_21       K14955  264.73   18.0   0.00017 lipoprotein LprA
  k141_25205_21       K06077   41.93   17.4   0.00043 outer membrane lipoprotein SlyB
  k141_25205_21       K02656  111.67   17.2   0.00024 type IV pilus assembly protein PilF
  k141_25205_21       K13889  432.23   17.0   0.00018 glutathione transport system substrate-binding protein
  k141_25205_21       K10117  244.17   17.0   0.00037 raffinose/stachyose/melibiose transport system substrate-binding protein
  k141_25205_21       K04064   52.40   16.7   0.00068 osmotically inducible lipoprotein OsmE
  k141_25205_21       K25670  664.27   16.6   0.00034 fructooligosaccharide transport system substrate-binding protein
  k141_25205_21       K25308  266.40   16.4   0.00042 ferric hydroxamate/heme transport system substrate-binding protein
  k141_25205_21       K12205   61.27   16.3   0.00065 defect in organelle trafficking protein DotD
  k141_25205_21       K09857   91.80   16.1   0.00076 uncharacterized protein
  k141_25205_21       K27079  141.53   16.0   0.00072 tight adherence protein D
  k141_25205_21       K06079   76.87   15.7    0.0012 copper homeostasis protein (lipoprotein)
  k141_25205_21       K17326  498.33   15.1    0.0012 xylobiose transport system substrate-binding protein
  k141_25205_21       K07337   52.00   15.1    0.0013 penicillin-binding protein activator
  k141_25205_21       K25113  237.53   15.0    0.0011 heme transport system substrate-binding protein
  k141_25205_21       K06345   71.97   14.7    0.0025 spore cortex protein
  k141_25205_21       K06298   99.27   14.7    0.0016 germination protein M
  k141_25205_21       K06078   33.10   14.5    0.0047 murein lipoprotein
  k141_25205_21       K02494   42.20   14.4    0.0021 outer membrane lipoprotein LolB
  k141_25205_21       K10200  246.47   14.3    0.0015 N-acetylglucosamine transport system substrate-binding protein
  k141_25205_21       K20267   52.13   14.2    0.0036 type IV secretion system protein TrbH
  k141_25205_21       K09914   73.07   14.2    0.0029 putative lipoprotein
  k141_25205_21       K07285   49.73   14.2     0.002 outer membrane lipoprotein
  k141_25205_21       K11906   32.23   14.1    0.0034 type VI secretion system protein VasD
  k141_25205_21       K06186   61.77   14.0    0.0042 outer membrane protein assembly factor BamE
  k141_25205_21       K26028   84.57   13.8    0.0055 Simplexvirus envelope glycoprotein J
  k141_25205_21       K18481   38.60   13.8    0.0049 Mce-associated membrane protein
  k141_25205_21       K10240  315.47   13.7    0.0021 cellobiose transport system substrate-binding protein
  k141_25205_21       K18302  358.47   13.6    0.0028 membrane fusion protein, multidrug efflux system
  k141_25205_21       K16348   53.33   13.6     0.006 entericidin B
  k141_25205_21       K07286   66.77   13.6    0.0035 uncharacterized lipoprotein
  k141_25205_21       K24709  628.50   13.5    0.0021 D-galactose transport system substrate-binding protein
  k141_25205_21       K25282  199.60   13.4    0.0027 iron-siderophore transport system substrate-binding protein
  k141_25205_21       K07121  122.20   13.3    0.0032 uncharacterized protein
  k141_25205_21       K05775   56.07   13.2    0.0047 maltose operon periplasmic protein
  k141_25205_21       K17329  337.07   12.8    0.0046 N,N'-diacetylchitobiose transport system substrate-binding protein
  k141_25205_21       K04062   43.43   12.8    0.0098 osmotically inducible lipoprotein OsmB
  k141_25205_21       K25045  658.17   12.6    0.0053 L-arabinose/D-xylose transport system substrate-binding protein
  k141_25205_21       K02027  193.97   12.6    0.0072 multiple sugar transport system substrate-binding protein
  k141_25205_21       K22552  344.30   12.5    0.0054 multicopper oxidase [EC:1.16.3.1]
  k141_25205_21       K10188  327.40   12.3    0.0061 lactose/L-arabinose transport system substrate-binding protein
  k141_25205_21       K02058  210.37   12.3    0.0094 simple sugar transport system substrate-binding protein
  k141_25205_21       K25676  349.03   12.1    0.0064 pectin-derived oligosaccharide transport system substrate-binding protein
  k141_25205_21       K15770  345.63   12.0    0.0063 arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein
  k141_25205_21       K20489   47.70   11.6     0.019 lantibiotic immunity protein
  k141_25205_21       K20987  203.43   11.4     0.013 polysaccharide biosynthesis/export protein PslD
  k141_25205_21       K12064   41.57   11.4     0.029 conjugal transfer pilus assembly protein TraV
  k141_25205_21       K18480  103.57    7.9      0.23 cholesterol transport system auxiliary component
  k141_105157_1       K17806  115.47   11.7     0.018 mitochondrial import inner membrane translocase subunit TIM23
  k141_105157_1       K06872   51.03   10.1     0.038 uncharacterized protein
  k141_105157_2       K00067  302.27  184.7     4e-55 dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]
  k141_105157_2       K17625  526.87  106.9   1.2e-31 dTDP-4-keto-6-deoxyhexose reductase [EC:1.1.1.-]
  k141_105157_2       K24252  414.23   93.6   1.3e-27 UDP-6-deoxy-4-keto-L-IdoNAc 3-epimerase / UDP-4-keto-L-RhaNAc 4-reductase [EC:1.1.1.-]
  k141_105157_2       K23987  436.33   91.4   6.6e-27 dTDP-4-dehydrorhamnose 3,5-epimerase/reductase [EC:5.1.3.13 1.1.1.133]
  k141_105157_2       K15856  304.17   87.4   1.2e-25 GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281]
  k141_105157_2       K20432  352.40   82.6   2.7e-24 5-epi-valiolone dehydratase [EC:4.2.1.-]
  k141_105157_2       K19997  220.00   62.9   3.6e-18 GlcNAc-P-P-Und epimerase [EC:5.1.3.26]
  k141_105157_2       K01784  270.77   60.1   2.6e-17 UDP-glucose 4-epimerase [EC:5.1.3.2]
  k141_105157_2       K21214  230.83   47.6   1.4e-13 NDP-hexose 4-ketoreductase
  k141_105157_2       K22252  296.77   45.1   8.9e-13 GDP-6-deoxy-D-talose 4-dehydrogenase [EC:1.1.1.135]
  k141_105157_2       K24310  256.97   44.8   8.5e-13 UDP-N-acetyl-alpha-D-quinovosamine dehydrogenase [EC:1.1.1.426]
  k141_105157_2       K03274  282.17   43.7   2.1e-12 ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]
  k141_105157_2       K00091  340.63   42.5   4.5e-12 dihydroflavonol-4-reductase [EC:1.1.1.219]
  k141_105157_2       K13319       -   41.5   1.1e-11 4-ketoreductase
  k141_105157_2       K01710  447.23   40.3   2.3e-11 dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]
  k141_105157_2       K26183  340.27   40.2   2.2e-11 naringenin degradation protein FdeJ
  k141_105157_2       K22025  321.00   38.4   1.1e-10 D-erythronate 2-dehydrogenase [EC:1.1.1.410]
  k141_105157_2       K07748  423.80   33.3   2.2e-09 sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170]
  k141_105157_2       K21212       -   28.9     6e-08 NDP-hexose 2,3-dehydratase
  k141_105157_2       K16045  533.13   27.7   1.2e-07 3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1]
  k141_105157_2       K19243  275.13   27.6   2.1e-07 NAD+ dependent glucose-6-phosphate dehydrogenase [EC:1.1.1.388]
  k141_105157_2       K24311  340.77   27.4     2e-07 UDP-4-keto-6-deoxy-GlcNAc-4-reductase [EC:1.1.1.-]
  k141_105157_2       K18981  288.23   26.5   3.6e-07 uronate dehydrogenase [EC:1.1.1.203]
  k141_105157_2       K08679  364.67   25.3     8e-07 UDP-glucuronate 4-epimerase [EC:5.1.3.6]
  k141_105157_2       K26407  504.73   24.9     1e-06 Poxviridae/Iridoviridae 3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1]
  k141_105157_2       K24312  380.23   24.7   1.1e-06 UDP-4-keto-D-FucNAc 4-reductase
  k141_105157_2       K02377  221.60   24.6   1.1e-06 GDP-L-fucose synthase [EC:1.1.1.271]
  k141_105157_2       K19068  180.70   24.3   1.7e-06 UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]
  k141_105157_2       K12451  538.23   23.9   2.5e-06 3,5-epimerase/4-reductase [EC:5.1.3.- 1.1.1.-]
  k141_105157_2       K01709  282.87   23.6   2.3e-06 CDP-glucose 4,6-dehydratase [EC:4.2.1.45]
  k141_105157_2       K22320  348.23   23.3     3e-06 2-alkyl-3-oxoalkanoate reductase [EC:1.1.1.412]
  k141_105157_2       K19660  346.07   23.3   4.2e-06 L-arabinose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.376]
  k141_105157_2       K02473  437.30   23.3   3.3e-06 UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase [EC:5.1.3.7 5.1.3.-]
  k141_105157_2       K21332  457.57   22.2   7.9e-06 dTDP-alpha-D-glucuronic acid decarboxylase [EC:1.1.1.-]
  k141_105157_2       K12448  482.97   21.3   9.8e-06 UDP-arabinose 4-epimerase [EC:5.1.3.5]
  k141_105157_2       K12455  338.10   20.7   2.4e-05 CDP-abequose synthase [EC:1.1.1.341]
  k141_105157_2       K00070  406.30   20.5   1.7e-05 3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1]
  k141_105157_2       K15912  731.17   20.2   2.1e-05 UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.135]
  k141_105157_2       K21130  489.83   19.8     4e-05 GDP-L-colitose synthase [EC:1.1.1.356]
  k141_105157_2       K12453  327.97   18.6   9.7e-05 CDP-paratose synthetase [EC:1.1.1.342]
  k141_105157_2       K19421 1153.33   18.0   9.5e-05 polysaccharide biosynthesis protein EpsC
  k141_105157_2       K15894  300.83   18.0   0.00012 UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]
  k141_105157_2       K08678  516.80   17.8   0.00012 UDP-glucuronate decarboxylase [EC:4.1.1.35]
  k141_105157_2       K13013  693.20   17.7   0.00011 O-antigen biosynthesis protein WbqV
  k141_105157_2       K12450  583.10   16.1   0.00032 UDP-glucose 4,6-dehydratase [EC:4.2.1.76]
  k141_105157_2       K24300  728.87   15.7   0.00047 UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.135]
  k141_105157_2       K13313  422.20   14.9    0.0013 dTDP-4-dehydro-6-deoxy-alpha-D-gulose 4-ketoreductase [EC:1.1.1.364]
  k141_105157_2       K15789  324.10   14.3    0.0017 threonine 3-dehydrogenase [EC:1.1.1.103]
  k141_105157_2       K12408  475.17   14.1    0.0016 cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase [EC:1.1.1.181]
  k141_105157_2       K19267  114.13   12.6    0.0076 NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
  k141_105157_2       K21977  217.97   12.5    0.0092 phosphopantothenate---cysteine ligase (CTP) [EC:6.3.2.5]
  k141_105157_2       K17716  704.10   12.4    0.0059 UDP-glucose 4-epimerase [EC:5.1.3.2]
  k141_105157_2       K16416 1478.47   10.7    0.0057 myxalamid-type nonribosomal peptide synthetase MxaA
  k141_105157_2       K12454  264.17   10.3     0.028 CDP-paratose 2-epimerase [EC:5.1.3.10]
  k141_105157_2       K17947  249.20    8.7     0.062 dTDP-L-rhamnose 4-epimerase [EC:5.1.3.25]
  k141_105157_3       K13306       -   85.7   3.7e-25 dTDP-4-dehydro-6-deoxyglucose reductase [EC:1.1.1.266]
  k141_105157_3       K01784  270.77   83.0     3e-24 UDP-glucose 4-epimerase [EC:5.1.3.2]
  k141_105157_3       K15856  304.17   72.7   3.3e-21 GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281]
  k141_105157_3       K21214  230.83   63.2   2.4e-18 NDP-hexose 4-ketoreductase
  k141_105157_3       K17947  249.20   61.7   5.8e-18 dTDP-L-rhamnose 4-epimerase [EC:5.1.3.25]
  k141_105157_3       K00067  302.27   60.3   2.3e-17 dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]
  k141_105157_3       K22252  296.77   54.9     9e-16 GDP-6-deoxy-D-talose 4-dehydrogenase [EC:1.1.1.135]
  k141_105157_3       K03274  282.17   54.7     1e-15 ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]
  k141_105157_3       K19997  220.00   54.2   1.6e-15 GlcNAc-P-P-Und epimerase [EC:5.1.3.26]
  k141_105157_3       K08679  364.67   50.6   1.7e-14 UDP-glucuronate 4-epimerase [EC:5.1.3.6]
  k141_105157_3       K08678  516.80   49.8   2.3e-14 UDP-glucuronate decarboxylase [EC:4.1.1.35]
  k141_105157_3       K01710  447.23   49.6   3.4e-14 dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]
  k141_105157_3       K21211  528.40   42.4     6e-12 NDP-hexose 4,6-dehydratase
  k141_105157_3       K12453  327.97   39.9   3.1e-11 CDP-paratose synthetase [EC:1.1.1.342]
  k141_105157_3       K13318  412.83   36.3   4.1e-10 dTDP-4-keto-6-deoxy-L-hexose 4-reductase [EC:1.1.1.-]
  k141_105157_3       K10046  445.67   35.7   5.4e-10 GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]
  k141_105157_3       K12454  264.17   35.0   8.7e-10 CDP-paratose 2-epimerase [EC:5.1.3.10]
  k141_105157_3       K02377  221.60   33.6   2.1e-09 GDP-L-fucose synthase [EC:1.1.1.271]
  k141_105157_3       K13313  422.20   32.7   4.7e-09 dTDP-4-dehydro-6-deoxy-alpha-D-gulose 4-ketoreductase [EC:1.1.1.364]
  k141_105157_3       K19068  180.70   32.2   6.4e-09 UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]
  k141_105157_3       K02473  437.30   31.2   1.3e-08 UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase [EC:5.1.3.7 5.1.3.-]
  k141_105157_3       K17625  526.87   28.9   7.4e-08 dTDP-4-keto-6-deoxyhexose reductase [EC:1.1.1.-]
  k141_105157_3       K22025  321.00   28.8   8.6e-08 D-erythronate 2-dehydrogenase [EC:1.1.1.410]
  k141_105157_3       K13322  495.73   28.0   1.5e-07 dTDP-4-keto-6-deoxyhexose 4-ketoreductase
  k141_105157_3       K16439  653.87   27.1   2.6e-07 reductase EvaE
  k141_105157_3       K00091  340.63   26.0   4.6e-07 dihydroflavonol-4-reductase [EC:1.1.1.219]
  k141_105157_3       K12455  338.10   25.9   6.2e-07 CDP-abequose synthase [EC:1.1.1.341]
  k141_105157_3       K23987  436.33   25.3   7.6e-07 dTDP-4-dehydrorhamnose 3,5-epimerase/reductase [EC:5.1.3.13 1.1.1.133]
  k141_105157_3       K24310  256.97   25.2   7.4e-07 UDP-N-acetyl-alpha-D-quinovosamine dehydrogenase [EC:1.1.1.426]
  k141_105157_3       K21332  457.57   24.7   1.3e-06 dTDP-alpha-D-glucuronic acid decarboxylase [EC:1.1.1.-]
  k141_105157_3       K20085  598.07   24.5   1.7e-06 dTDP-3-amino-4-oxo-2,3,6-trideoxy-L-allose reductase [EC:1.1.1.-]
  k141_105157_3       K19857       -   24.4   1.6e-06 dTDP-4-keto-6-deoxy-L-hexose 4-reductase
  k141_105157_3       K24311  340.77   23.9   2.4e-06 UDP-4-keto-6-deoxy-GlcNAc-4-reductase [EC:1.1.1.-]
  k141_105157_3       K20432  352.40   22.6     5e-06 5-epi-valiolone dehydratase [EC:4.2.1.-]
  k141_105157_3       K18836       -   20.4   3.3e-05 reductase VcaE
  k141_105157_3       K19243  275.13   20.2   3.6e-05 NAD+ dependent glucose-6-phosphate dehydrogenase [EC:1.1.1.388]
  k141_105157_3       K12450  583.10   19.7   2.4e-05 UDP-glucose 4,6-dehydratase [EC:4.2.1.76]
  k141_105157_3       K22925  749.80   19.4   4.3e-05 UDP-N-acetylglucosaminuronic acid 4-epimerase [EC:5.1.3.-]
  k141_105157_3       K22320  348.23   19.2   5.4e-05 2-alkyl-3-oxoalkanoate reductase [EC:1.1.1.412]
  k141_105157_3       K26183  340.27   17.0   0.00026 naringenin degradation protein FdeJ
  k141_105157_3       K19859       -   16.7   0.00036 dTDP-4-keto-6-deoxyhexose reductase
  k141_105157_3       K18981  288.23   15.4   0.00085 uronate dehydrogenase [EC:1.1.1.203]
  k141_105157_3       K12448  482.97   13.8    0.0019 UDP-arabinose 4-epimerase [EC:5.1.3.5]
  k141_105157_3       K20152       -   12.8    0.0053 2'-dehydrokanamycin reductase [EC:1.1.1.355]
  k141_105157_3       K21130  489.83   11.7     0.012 GDP-L-colitose synthase [EC:1.1.1.356]
  k141_105157_3       K01488  326.67   10.7     0.019 adenosine deaminase [EC:3.5.4.4]
  k141_111988_1       K15352  379.07   36.4     3e-10 secreted effector protein PipB2
  k141_111988_1       K21919  145.07   34.1   1.4e-09 BTB/POZ domain-containing protein KCTD9
  k141_111988_1       K18555  121.37   32.7   6.1e-09 fluoroquinolone resistance protein
* k141_111988_2       K00886  148.93  224.5     3e-67 polyphosphate glucokinase [EC:2.7.1.63]
  k141_111988_2       K25026  273.60   61.1   1.1e-17 glucokinase [EC:2.7.1.2]
  k141_111988_2       K00885  302.13   35.0     1e-09 N-acylmannosamine kinase [EC:2.7.1.60]
  k141_111988_2       K13967  440.63   26.3   3.1e-07 N-acetylmannosamine-6-phosphate 2-epimerase / N-acetylmannosamine kinase [EC:5.1.3.9 2.7.1.60]
  k141_111988_2       K02565  421.37   23.2   3.5e-06 N-acetylglucosamine repressor
  k141_111988_2       K18673  302.03   22.1   7.6e-06 beta-glucoside kinase [EC:2.7.1.85]
  k141_111988_2       K00845  110.97   12.6    0.0048 glucokinase [EC:2.7.1.2]
  k141_111988_2       K12409  539.97   10.7     0.013 bifunctional UDP-N-acetylglucosamine 2-epimerase / N-acetylmannosamine kinase [EC:3.2.1.183 2.7.1.60]
* k141_111988_3       K13979  519.63  572.7  4.4e-173 alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
  k141_111988_3       K00083  537.67  485.9  1.4e-146 cinnamyl-alcohol dehydrogenase [EC:1.1.1.195]
  k141_111988_3       K23232  778.93  468.4    6e-141 8-hydroxygeraniol dehydrogenase [EC:1.1.1.324]
  k141_111988_3       K00095  747.43  387.0  7.8e-117 mannitol dehydrogenase [EC:1.1.1.255]
  k141_111988_3       K12957  396.43  329.7     2e-99 alcohol/geraniol dehydrogenase (NADP+) [EC:1.1.1.2 1.1.1.183]
  k141_111988_3       K25998       -  316.4   2.4e-95 hyoscyamine dehydrogenase
  k141_111988_3       K22323       -  287.6   1.4e-86 3-hydroxy-1,2-didehydro-2,3-dihydrotabersonine reductase [EC:1.1.99.41]
  k141_111988_3       K13953  336.50  273.9   2.8e-82 alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]
  k141_111988_3       K23493       -  258.3   1.2e-77 geissoschizine synthase [EC:1.3.1.36]
  k141_111988_3       K21190  522.90  175.3   2.1e-52 dehydrogenase
  k141_111988_3       K00001  315.50  153.9   9.9e-46 alcohol dehydrogenase [EC:1.1.1.1]
  k141_111988_3       K00004  375.83  147.3     6e-44 (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]
  k141_111988_3       K00060  350.50  147.1   7.6e-44 threonine 3-dehydrogenase [EC:1.1.1.103]
  k141_111988_3       K15020  345.73  144.5   4.5e-43 acryloyl-coenzyme A reductase [EC:1.3.1.84]
  k141_111988_3       K00121  658.23  143.7   1.2e-42 S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]
  k141_111988_3       K00055  373.60  143.6     1e-42 aryl-alcohol dehydrogenase [EC:1.1.1.90]
  k141_111988_3       K14465  447.10  138.5   2.5e-41 succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]
  k141_111988_3       K00008  413.07  138.2   4.1e-41 L-iditol 2-dehydrogenase [EC:1.1.1.14]
  k141_111988_3       K18382  452.17  137.6   5.4e-41 NAD+-dependent secondary alcohol dehydrogenase Adh1 [EC:1.1.1.-]
  k141_111988_3       K08322  366.30  135.0   3.2e-40 L-gulonate 5-dehydrogenase [EC:1.1.1.380]
  k141_111988_3       K00344  278.00  134.7     4e-40 NADPH:quinone reductase [EC:1.6.5.5]
  k141_111988_3       K19961  550.67  132.4   2.2e-39 6-hydroxyhexanoate dehydrogenase [EC:1.1.1.258]
  k141_111988_3       K19648  478.83  127.5   5.8e-38 D-arabitol-phosphate dehydrogenase [EC:1.1.1.301]
  k141_111988_3       K13548  403.63  111.6   4.2e-33 2-deoxy-scyllo-inosamine dehydrogenase [EC:1.1.1.329]
  k141_111988_3       K00119  530.83  107.2   1.1e-31 alcohol dehydrogenase (nicotinoprotein) [EC:1.1.99.36]
  k141_111988_3       K23007  348.90  106.0   2.2e-31 L-galactonate 5-dehydrogenase [EC:1.1.1.414]
  k141_111988_3       K21616  470.03  105.3   3.9e-31 D-altritol 5-dehydrogenase [EC:1.1.1.407]
  k141_111988_3       K19590  477.90  105.1   3.8e-31 D-arabinose 1-dehydrogenase (NADP+) [EC:1.1.1.427]
  k141_111988_3       K17818  345.10  105.0   3.7e-31 D-arabinitol dehydrogenase (NADP+) [EC:1.1.1.287]
  k141_111988_3       K00153  433.40  104.8   4.6e-31 S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306]
  k141_111988_3       K00098  356.50  100.8   7.6e-30 L-idonate 5-dehydrogenase [EC:1.1.1.264]
  k141_111988_3       K23271  385.43   91.7   4.6e-27 erythritol/L-threitol dehydrogenase [EC:1.1.1.-]
  k141_111988_3       K05351  500.13   90.9   7.3e-27 D-xylulose reductase [EC:1.1.1.9]
  k141_111988_3       K18369  382.53   84.6   6.4e-25 alcohol dehydrogenase [EC:1.1.1.-]
  k141_111988_3       K07538  495.57   82.1   4.4e-24 6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase [EC:1.1.1.368]
  k141_111988_3       K19635  481.87   79.7   2.6e-23 L-idonate 5-dehydrogenase [EC:1.1.1.366]
  k141_111988_3       K13955  315.43   78.1   6.2e-23 zinc-binding alcohol dehydrogenase/oxidoreductase
  k141_111988_3       K00094  485.87   77.0   1.4e-22 galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]
  k141_111988_3       K19649  526.40   69.6   2.5e-20 5-exo-hydroxycamphor dehydrogenase [EC:1.1.1.327]
  k141_111988_3       K13951  707.30   63.6   1.5e-18 alcohol dehydrogenase 1/7 [EC:1.1.1.1]
  k141_111988_3       K11337  217.80   60.5     2e-17 bacteriochlorophyllide a dehydrogenase [EC:1.1.1.396]
  k141_111988_3       K18857  639.70   58.3   7.1e-17 alcohol dehydrogenase class-P [EC:1.1.1.1]
  k141_111988_3       K13980  660.47   57.6   1.4e-16 alcohol dehydrogenase 4 [EC:1.1.1.1]
  k141_111988_3       K18536  518.73   56.9   2.2e-16 putative oxidoreductase
  k141_111988_3       K19653       -   52.3   5.3e-15 geraniol dehydrogenase (NAD+) [EC:1.1.1.347]
  k141_111988_3       K25880  474.47   51.8   6.2e-15 L-arabinitol 4-dehydrogenase [EC:1.1.1.12]
  k141_111988_3       K14446  506.80   51.7   5.7e-15 crotonyl-CoA carboxylase/reductase [EC:1.3.1.85]
  k141_111988_3       K23259  308.33   51.5   7.2e-15 isopropanol dehydrogenase (NADP+) [EC:1.1.1.80]
  k141_111988_3       K18980  368.17   50.3   2.2e-14 2-methylene-furan-3-one reductase [EC:1.3.1.105]
  k141_111988_3       K23005  559.73   49.2   3.8e-14 L-galactonate 5-dehydrogenase [EC:1.1.1.414]
  k141_111988_3       K18125  411.90   46.5     3e-13 aldose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.359]
  k141_111988_3       K13952  630.67   45.6   5.5e-13 alcohol dehydrogenase 6 [EC:1.1.1.1]
  k141_111988_3       K19745  225.37   45.4   5.9e-13 acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]
  k141_111988_3       K00148  396.43   44.2   1.1e-12 glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]
  k141_111988_3       K22969  332.93   41.3   8.7e-12 glucose 1-dehydrogenase [EC:1.1.1.47]
  k141_111988_3       K12433 3511.30   38.9   1.8e-11 polyketide synthase 5
  k141_111988_3       K23164  329.97   38.3   8.2e-11 reticulon-4-interacting protein 1, mitochondrial
  k141_111988_3       K22231  646.27   38.3   6.7e-11 scyllo-inosose 3-dehydrogenase [EC:1.1.1.-]
  k141_111988_3       K12431 3919.53   35.8   1.4e-10 phthioceranic/hydroxyphthioceranic acid synthase [EC:2.3.1.287]
  k141_111988_3       K14577       -   35.3   5.3e-10 aliphatic (R)-hydroxynitrile lyase [EC:4.1.2.46]
  k141_111988_3       K20434  320.33   33.8     2e-09 cyclitol reductase
  k141_111988_3       K00224  299.57   33.2   2.7e-09 chloroplastic oxoene reductase [EC:1.3.1.-]
  k141_111988_3       K21839       -   32.2   6.6e-09 2-haloacrylate reductase [EC:1.3.1.103]
  k141_111988_3       K07512  274.97   31.7   8.2e-09 mitochondrial enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase [EC:1.3.1.- 1.3.1.38]
  k141_111988_3       K06410  112.23   29.8   3.5e-08 dipicolinate synthase subunit A
  k141_111988_3       K16029       -   27.9   1.9e-08 ansamitocin polyketide synthase A
  k141_111988_3       K17829  515.33   27.6   1.2e-07 crotonyl-CoA reductase [EC:1.3.1.86]
  k141_111988_3       K23167  344.07   26.8   2.4e-07 synaptic vesicle membrane protein VAT-1
  k141_111988_3       K17068       -   25.5   5.5e-07 formaldehyde dismutase [EC:1.2.98.1]
  k141_111988_3       K14629  397.83   24.8   1.6e-06 enoyl reductase
  k141_111988_3       K10133  432.87   24.2   1.3e-06 tumor protein p53-inducible protein 3 [EC:1.-.-.-]
  k141_111988_3       K00259  290.03   24.1   1.7e-06 alanine dehydrogenase [EC:1.4.1.1]
  k141_111988_3       K20424  252.13   20.3     3e-05 2-epi-valiolone-7-phosphate 1-reductase [EC:1.1.1.-]
  k141_111988_3       K16375 15126.67   20.2   2.4e-06 polyketide synthase FkbB
  k141_111988_3       K04517  229.13   20.1   1.7e-05 prephenate dehydrogenase [EC:1.3.1.12]
  k141_111988_3       K00077   79.20   19.6   4.4e-05 2-dehydropantoate 2-reductase [EC:1.1.1.169]
  k141_111988_3       K06988  161.47   19.2   8.1e-05 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]
  k141_111988_3       K16450       -   19.0   1.2e-05 mycolactone core lactone polyketide synthase MlsA2
  k141_111988_3       K23745       -   18.7     2e-05 aureothin polyketide synthase system AurB [EC:2.3.1.289]
  k141_111988_3       K11628 3640.27   18.5   2.5e-05 mycocerosic acid synthase [EC:2.3.1.111]
  k141_111988_3       K12432 3876.80   17.9   3.3e-05 mycolipanoate synthase [EC:2.3.1.252]
  k141_111988_3       K16397 10346.47   17.8   1.3e-05 epothilone polyketide synthase D
  k141_111988_3       K19956  295.53   17.4   0.00015 L-sorbose 1-phosphate reductase [EC:1.1.1.-]
  k141_111988_3       K00018  318.67   17.1   0.00019 glycerate dehydrogenase [EC:1.1.1.29]
  k141_111988_3       K24563 5355.43   16.4   6.2e-05 6-deoxyerythronolide B synthase EryAII [EC:2.3.1.94]
  k141_111988_3       K01589  275.07   16.3   0.00033 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
  k141_111988_3       K23748       -   16.1   0.00013 spectinabilin polyketide synthase system NorB [EC:2.3.1.290]
  k141_111988_3       K12972  240.07   15.7   0.00075 glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]
